k;lu;P0;I;gamma;sgamma;r;Psat;Lsat;loptim;lres;loptim/lres;Psat/Pall;Lsat/lu;f;rho;P0/Pall
3.97E+00;2.52E+00;4.84E+05;8.00E+02;8.94E+03;1.00E-04;3.00E-05;3.80E+09;2.20E+01;1.40E-09;1.40001E-09;3.37225E-04;1.04E-03;8.73E+00;7.35E-01;1.08E-03;1.32E-07
1.44E+00;3.39E+00;5.48E+04;5.00E+02;6.32E+02;1.00000E-04;1.50000E-04;4.68E+08;1.06E+01;8.66264E-08;8.63093E-08;3.67432E-03;2.90E-03;3.12E+00;8.58E-01;3.06E-03;3.39E-07
1.44E+00;3.39E+00;5.48E+06;5.00E+02;6.32E+02;1.00000E-04;1.50000E-04;5.12E+08;6.58E+00;8.66264E-08;8.63093E-08;3.67432E-03;3.17E-03;1.94E+00;8.58E-01;3.06E-03;3.39E-05
1.44E+00;3.39E+00;5.48E+04;5.00E+02;3.16E+02;1.00000E-04;1.50000E-04;5.12E+08;5.60E+00;3.47774E-07;3.45237E-07;7.34832E-03;6.34E-03;1.65E+00;8.58E-01;6.12E-03;6.78E-07
1.45E+00;3.39E+00;1.51E+06;6.00E+03;1.41E+03;1.00000E-04;1.50000E-04;9.28E+09;9.15E+00;1.74281E-08;1.73844E-08;2.51194E-03;2.14E-03;2.70E+00;8.57E-01;3.15E-03;3.49E-07
3.42E+00;3.39E+00;5.77E+04;6.00E+01;2.00E+03;1.00000E-04;1.50000E-04;4.44E+07;3.63E+01;2.90462E-08;2.90192E-08;9.28780E-04;7.24E-04;1.07E+01;7.46E-01;7.75E-04;9.41E-07
1.22E+00;1.71E+00;1.84E+03;6.00E+01;2.00E+02;1.00000E-04;1.50000E-04;1.70E+07;6.50E+00;3.74058E-07;3.72823E-07;3.31324E-03;2.77E-03;3.80E+00;8.83E-01;2.76E-03;3.00E-07
1.80E+00;1.71E+00;4.03E+06;5.00E+02;8.94E+02;1.00000E-04;1.50000E-04;3.52E+08;6.10E+00;2.80533E-08;2.80013E-08;1.85842E-03;1.54E-03;3.57E+00;8.24E-01;1.55E-03;1.76E-05
3.77E+00;1.71E+00;5.73E+05;8.00E+01;1.00E+03;1.00000E-04;1.50000E-04;4.88E+07;9.15E+00;6.94054E-08;6.93101E-08;1.37429E-03;1.19E-03;5.35E+00;7.39E-01;1.15E-03;1.40E-05
3.98E+00;1.71E+00;3.17E+05;5.00E+01;1.00E+03;1.00000E-04;1.50000E-04;2.64E+07;1.05E+01;7.63603E-08;7.62677E-08;1.21401E-03;1.03E-03;6.14E+00;7.35E-01;1.01E-03;1.24E-05
3.98E+00;1.71E+00;3.17E+05;5.00E+01;2.83E+02;1.00000E-04;1.50000E-04;2.64E+07;3.63E+00;9.57438E-07;9.53344E-07;4.29390E-03;3.65E-03;2.12E+00;7.35E-01;3.58E-03;4.39E-05
2.46E+00;2.74E+00;3.15E+03;5.00E+01;2.45E+02;1.00000E-04;1.50000E-04;2.46E+07;7.90E+00;9.23936E-07;9.19224E-07;5.12591E-03;3.93E-03;2.88E+00;7.80E-01;4.27E-03;5.04E-07
1.11E+00;2.74E+00;6.26E+06;7.00E+02;8.37E+02;1.00000E-04;1.50000E-04;5.12E+08;8.00E+00;3.16776E-08;3.16284E-08;1.55527E-03;1.71E-03;2.92E+00;8.96E-01;1.94E-03;2.09E-05
2.98E+00;2.74E+00;6.71E+03;8.00E+01;3.00E+02;1.00000E-04;1.50000E-04;5.00E+07;7.20E+00;8.32641E-07;8.28119E-07;5.46016E-03;4.08E-03;2.63E+00;7.59E-01;4.55E-03;5.47E-07
3.75E+00;2.74E+00;2.47E+07;6.00E+03;1.41E+03;1.00000E-04;1.50000E-04;1.70E+10;4.13E+00;5.53218E-08;5.50143E-08;5.58873E-03;3.92E-03;1.51E+00;7.39E-01;4.66E-03;5.70E-06
3.75E+00;2.74E+00;2.47E+08;6.00E+03;2.24E+03;1.00000E-04;1.50000E-04;2.06E+10;5.20E+00;2.20835E-08;2.20056E-08;3.54068E-03;3.00E-03;1.90E+00;7.39E-01;2.95E-03;3.61E-05
3.75E+00;2.74E+00;2.47E+06;6.00E+03;3.16E+03;1.00000E-04;1.50000E-04;1.32E+10;1.09E+01;1.10212E-08;1.10028E-08;1.67265E-03;1.36E-03;3.98E+00;7.39E-01;2.08E-03;2.55E-07
1.87E+00;2.23E+00;9.23E+06;8.00E+02;1.73E+03;1.00000E-04;1.50000E-04;7.48E+08;1.09E+01;1.02290E-08;1.02151E-08;1.36249E-03;1.06E-03;4.89E+00;8.18E-01;1.14E-03;1.30E-05
2.62E+00;2.23E+00;3.66E+05;6.00E+01;1.00E+03;1.00000E-04;1.50000E-04;3.68E+07;1.40E+01;4.94984E-08;4.94190E-08;1.60606E-03;1.20E-03;6.28E+00;7.73E-01;1.00E-03;1.19E-05
2.62E+00;2.23E+00;3.66E+04;6.00E+01;3.16E+02;1.00000E-04;1.50000E-04;2.90E+07;6.52E+00;4.96074E-07;4.94190E-07;3.81318E-03;2.99E-03;2.92E+00;7.73E-01;3.18E-03;3.77E-06
2.62E+00;2.23E+00;3.66E+05;6.00E+01;4.47E+02;1.00000E-04;1.50000E-04;3.68E+07;6.77E+00;2.47983E-07;2.47095E-07;3.59497E-03;2.68E-03;3.04E+00;7.73E-01;2.25E-03;2.67E-05
1.69E+00;2.23E+00;8.63E+06;8.00E+02;9.49E+02;1.00000E-04;1.50000E-04;7.49E+08;6.34E+00;3.01282E-08;3.00809E-08;1.57374E-03;1.93E-03;2.84E+00;8.33E-01;1.97E-03;2.23E-05
1.69E+00;2.23E+00;8.63E+05;8.00E+02;2.83E+03;1.00000E-04;1.50000E-04;5.27E+08;2.34E+01;3.38588E-09;3.38409E-09;5.29594E-04;4.56E-04;1.05E+01;8.33E-01;6.61E-04;7.46E-07
3.02E+00;2.23E+00;4.94E+03;7.00E+01;7.07E+02;1.00000E-04;1.50000E-04;4.13E+07;1.38E+01;1.24234E-07;1.23992E-07;1.94864E-03;1.63E-03;6.17E+00;7.58E-01;1.62E-03;1.95E-07
1.84E+00;3.02E+00;2.41E+07;8.00E+03;2.00000E+03;1.00000E-04;1.50E-04;1.80E+10;8.24000E+00;1.01863E-08;1.01653E-08;2.06388E-03;2.20E-03;2.73E+00;8.20E-01;2.58E-03;2.95E-06
1.48E+00;3.02E+00;1.74E+08;7.00E+03;2.24E+03;1.00000E-04;1.50000E-04;1.67E+10;8.55E+00;6.34239E-09;6.32749E-09;2.35440E-03;2.09E-03;2.83E+00;8.53E-01;1.96E-03;2.18E-05
1.06E+00;3.02E+00;1.40E+06;7.00E+03;1.00E+03;1.00000E-04;1.50000E-04;8.67E+09;7.00E+00;2.36519E-08;2.35832E-08;2.91394E-03;2.42E-03;2.32E+00;9.02E-01;3.64E-03;3.90E-07
1.06E+00;3.02E+00;1.40E+06;7.00E+03;1.73E+03;1.00000E-04;1.50000E-04;8.85E+09;1.19E+01;7.87429E-09;7.86107E-09;1.68205E-03;1.43E-03;3.92E+00;9.02E-01;2.10E-03;2.25E-07
2.01E+00;3.02E+00;3.75E+05;6.00E+01;1.00E+03;1.00000E-04;1.50000E-04;3.40E+07;1.79E+01;4.56608E-08;4.56028E-08;1.27284E-03;1.11E-03;5.92E+00;8.07E-01;1.06E-03;1.22E-05
2.82E+00;1.14E+00;9.41E+05;6.00E+03;1.41E+03;1.00000E-04;2.00000E-04;6.38E+09;5.30E+00;1.42130E-08;1.41822E-08;2.16881E-03;1.47E-03;4.65E+00;7.65E-01;1.81E-03;2.17E-07
2.34E+00;1.14E+00;1.22E+06;8.00E+03;2.00E+03;1.00000E-04;2.00000E-04;8.26E+09;8.10E+00;5.33178E-09;5.32637E-09;1.01664E-03;1.01E-03;7.11E+00;7.87E-01;1.27E-03;1.49E-07
1.83E+00;1.14E+00;2.57E+04;5.00E+02;8.94E+02;1.00000E-04;2.00000E-04;1.54E+08;9.80E+00;1.90705E-08;1.90555E-08;7.89045E-04;6.74E-04;8.60E+00;8.21E-01;9.85E-04;1.12E-07
2.58E+00;3.95E+00;2.98E+06;8.00E+03;3.16E+03;1.00000E-04;2.00000E-04;1.75E+10;1.66E+01;8.56149E-09;8.54818E-09;1.55678E-03;1.35E-03;4.20E+00;7.75E-01;1.94E-03;2.30E-07
2.58E+00;3.95E+00;2.98E+07;8.00E+03;2.45E+03;1.00000E-04;2.00000E-04;2.01E+10;1.09E+01;1.42756E-08;1.42470E-08;2.00824E-03;2.01E-03;2.76E+00;7.75E-01;2.51E-03;2.97E-06
2.62E+00;3.95E+00;3.46E+03;5.00E+01;2.45E+02;1.00000E-04;2.00000E-04;2.50E+07;1.10E+01;1.46709E-06;1.45893E-06;5.59163E-03;3.99E-03;2.78E+00;7.73E-01;4.66E-03;5.54E-07
2.62E+00;3.95E+00;3.46E+05;5.00E+01;3.16E+02;1.00000E-04;2.00000E-04;2.70E+07;8.60E+00;8.79153E-07;8.75358E-07;4.33513E-03;3.34E-03;2.18E+00;7.73E-01;3.61E-03;4.29E-05
1.98E+00;3.95E+00;1.33E+08;5.00E+03;5.48E+03;1.00000E-04;2.00000E-04;1.23E+10;2.73E+01;1.95074E-09;1.94880E-09;9.97958E-04;8.79E-04;6.90E+00;8.09E-01;8.28E-04;9.53E-06
1.98E+00;3.95E+00;1.33E+08;5.00E+03;7.07E+02;1.00000E-04;2.00000E-04;1.07E+10;4.00E+00;1.17828E-07;1.16928E-07;7.69853E-03;5.92E-03;1.01E+00;8.09E-01;6.41E-03;7.39E-05
2.99E+00;3.95E+00;2.75E+06;7.00E+03;8.37E+03;1.00000E-04;2.00000E-04;1.52E+10;4.10E+01;1.54428E-09;1.54334E-09;6.11900E-04;5.08E-04;1.04E+01;7.59E-01;7.64E-04;9.19E-08
2.84E+00;2.71E+00;2.47E+07;8.00E+03;2.00E+03;1.00000E-04;2.00000E-04;1.71E+10;7.35E+00;1.70830E-08;1.70486E-08;2.01717E-03;2.09E-03;2.71E+00;7.64E-01;2.52E-03;3.02E-06
2.84E+00;2.71E+00;2.47E+07;8.00E+03;7.07E+03;1.00000E-04;2.00000E-04;1.67E+10;2.82E+01;1.36467E-09;1.36389E-09;5.73393E-04;5.78E-04;1.04E+01;7.64E-01;7.14E-04;8.55E-07
2.84E+00;2.71E+00;2.47E+08;8.00E+03;2.00E+03;1.00000E-04;2.00000E-04;2.37E+10;5.87E+00;1.71003E-08;1.70486E-08;3.03192E-03;2.90E-03;2.17E+00;7.64E-01;2.52E-03;3.02E-05
2.66E+00;2.71E+00;5.87E+04;5.00E+02;9.49E+02;1.00000E-04;2.00000E-04;4.15E+08;1.23E+01;6.84859E-08;6.83191E-08;2.44085E-03;1.71E-03;4.54E+00;7.71E-01;2.03E-03;2.42E-07
2.66E+00;2.71E+00;5.87E+05;5.00E+02;9.49E+02;1.00000E-04;2.00000E-04;4.06E+08;9.82E+00;6.84859E-08;6.83191E-08;2.44085E-03;1.67E-03;3.62E+00;7.71E-01;2.03E-03;2.42E-06
1.38E+00;2.05E+00;8.64E+06;6.00E+03;1.41E+03;1.00000E-04;2.00000E-04;7.00E+09;8.10E+00;1.00267E-08;1.00051E-08;2.16136E-03;1.61E-03;3.95E+00;8.64E-01;1.81E-03;1.99E-06
1.43E+00;1.50E+00;4.09E+06;7.00E+02;7.75E+02;1.00000E-04;2.00000E-04;3.87E+08;6.40E+00;2.53346E-08;2.52806E-08;2.13589E-03;1.40E-03;4.27E+00;8.59E-01;1.34E-03;1.48E-05
3.80E+00;1.50E+00;7.86E+04;7.00E+02;2.00E+03;1.00000E-04;2.00000E-04;4.06E+08;1.43E+01;1.54291E-08;1.54125E-08;1.07705E-03;5.68E-04;9.53E+00;7.38E-01;8.97E-04;1.10E-07
1.12E+00;3.16E+00;5.72E+05;7.00E+02;7.07E+02;1.00000E-04;2.00000E-04;4.15E+08;1.09E+01;5.15490E-08;5.14195E-08;2.51873E-03;1.64E-03;3.45E+00;8.95E-01;2.10E-03;2.26E-06
1.12E+00;3.16E+00;5.72E+04;7.00E+02;8.37E+02;1.00000E-04;2.00000E-04;3.70E+08;1.53E+01;3.67804E-08;3.67282E-08;1.42041E-03;1.24E-03;4.84E+00;8.95E-01;1.77E-03;1.91E-07
1.19E+00;1.60E+00;2.89E+05;7.00E+02;9.49E+02;1.00000E-04;3.00000E-04;1.90E+08;1.44E+01;1.51922E-08;1.51827E-08;6.27280E-04;5.60E-04;8.98E+00;8.86E-01;7.85E-04;8.50E-07
3.18E+00;1.60E+00;9.75E+05;6.00E+03;3.16E+03;1.00000E-04;3.00000E-04;6.22E+09;1.66E+01;4.84819E-09;4.84495E-09;6.68153E-04;6.42E-04;1.04E+01;7.53E-01;8.32E-04;1.01E-07
3.18E+00;1.60E+00;9.75E+06;6.00E+03;2.00E+03;1.00000E-04;3.00000E-04;7.52E+09;8.87E+00;1.21251E-08;1.21124E-08;1.04851E-03;1.23E-03;5.54E+00;7.53E-01;1.32E-03;1.59E-06
1.05E+00;1.60E+00;1.47E+04;8.00E+01;2.24E+02;1.00000E-04;3.00000E-04;1.21E+07;8.27E+00;2.48648E-07;2.48200E-07;1.80681E-03;1.32E-03;5.17E+00;9.04E-01;1.51E-03;1.61E-06
1.05E+00;1.60E+00;1.47E+03;8.00E+01;3.00E+02;1.00000E-04;3.00000E-04;9.60E+06;1.30E+01;1.38013E-07;1.37889E-07;9.00081E-04;7.83E-04;8.13E+00;9.04E-01;1.12E-03;1.20E-07
3.72E+00;2.69E+00;5.57E+04;5.00E+02;2.65E+03;1.00000E-04;3.00000E-04;2.80E+08;3.26E+01;1.52244E-08;1.52162E-08;5.39411E-04;4.14E-04;1.21E+01;7.40E-01;6.74E-04;8.24E-08
3.77E+00;2.69E+00;2.27E+07;8.00E+03;2.00E+03;1.00000E-04;3.00000E-04;1.50E+10;8.27E+00;2.73073E-08;2.72579E-08;1.81092E-03;1.83E-03;3.07E+00;7.39E-01;2.26E-03;2.77E-06
3.77E+00;2.69E+00;2.27E+06;8.00E+03;3.16E+03;1.00000E-04;3.00000E-04;1.41E+10;1.55E+01;1.09157E-08;1.09032E-08;1.15021E-03;1.09E-03;5.76E+00;7.39E-01;1.43E-03;1.75E-07
2.80E+00;2.12E+00;5.01E+06;6.00E+02;1.73E+03;1.00000E-04;3.00000E-04;4.06E+08;1.51E+01;1.73950E-08;1.73840E-08;6.31833E-04;7.65E-04;7.14E+00;7.65E-01;7.90E-04;9.44E-06
2.80E+00;2.12E+00;5.01E+04;6.00E+02;1.73E+03;1.00000E-04;3.00000E-04;2.65E+08;2.23E+01;1.73950E-08;1.73840E-08;6.31833E-04;4.99E-04;1.05E+01;7.65E-01;7.90E-04;9.44E-08
1.17E+00;1.31E+00;2.98E+06;8.00E+02;9.49E+02;1.00000E-04;3.00000E-04;2.80E+08;1.05E+01;1.22660E-08;1.22591E-08;5.66073E-04;7.22E-04;8.02E+00;8.89E-01;7.11E-04;7.69E-06
2.34E+00;1.31E+00;2.53E+05;5.00E+02;7.07E+02;1.00000E-04;3.00000E-04;1.61E+08;7.75E+00;4.90119E-08;4.89651E-08;9.54767E-04;8.91E-04;5.92E+00;7.87E-01;1.19E-03;1.40E-06
3.15E+00;1.31E+00;1.83E+03;6.00E+01;2.45E+02;1.00000E-04;3.00000E-04;1.53E+07;6.40E+00;6.52343E-07;6.50770E-07;2.41767E-03;2.04E-03;4.89E+00;7.54E-01;2.01E-03;2.43E-07
2.47E+00;1.96E+00;2.83E+05;5.00E+02;2.65E+02;1.00000E-04;4.00000E-04;1.87E+08;4.00E+00;5.69480E-07;5.67064E-07;4.26132E-03;2.77E-03;2.04E+00;7.80E-01;3.55E-03;4.19E-06
2.47E+00;1.96E+00;2.83E+05;5.00E+02;1.00E+03;1.00000E-04;4.00000E-04;1.81E+08;1.43E+01;3.97242E-08;3.96944E-08;7.50484E-04;7.08E-04;7.30E+00;7.80E-01;9.40E-04;1.11E-06
2.42E+00;1.96E+00;2.43E+03;8.00E+01;1.41E+02;1.00000E-04;4.00000E-04;2.00E+07;5.26E+00;1.93306E-06;1.92483E-06;4.27690E-03;3.46E-03;2.68E+00;7.82E-01;3.57E-03;4.20E-07
2.42E+00;1.96E+00;2.43E+04;8.00E+01;1.41E+02;1.00000E-04;4.00000E-04;2.13E+07;4.50E+00;1.93306E-06;1.92483E-06;4.27690E-03;3.68E-03;2.30E+00;7.82E-01;3.57E-03;4.20E-06
1.09E+00;1.96E+00;6.62E+07;8.00E+03;7.75E+02;1.00000E-04;4.00000E-04;7.20E+09;5.80E+00;2.60970E-08;2.60361E-08;2.33799E-03;2.27E-03;2.96E+00;8.99E-01;1.95E-03;2.09E-05
3.21E+00;2.88E+00;6.83E+05;7.00E+02;2.45E+03;1.00000E-04;4.00000E-04;4.35E+08;3.08E+01;1.47725E-08;1.47649E-08;5.13589E-04;4.96E-04;1.07E+01;7.52E-01;6.45E-04;7.80E-07
3.06E+00;2.88E+00;1.70E+08;8.00E+03;2.00E+03;1.00000E-04;4.00000E-04;1.67E+10;9.40E+00;2.04969E-08;2.04545E-08;2.07387E-03;2.04E-03;3.26E+00;7.56E-01;1.73E-03;2.08E-05
2.82E+00;2.88E+00;2.37E+04;6.00E+01;2.83E+02;1.00000E-04;4.00000E-04;1.94E+07;1.03E+01;8.98170E-07;8.95714E-07;2.74175E-03;2.24E-03;3.56E+00;7.65E-01;2.28E-03;2.73E-06
3.15E+00;2.88E+00;5.49E+06;6.00E+02;1.00E+03;1.00000E-04;4.00000E-04;4.15E+08;1.07E+01;8.59439E-08;8.58420E-08;1.18706E-03;1.35E-03;3.72E+00;7.54E-01;1.48E-03;1.79E-05
3.42E+00;3.61E+00;3.85E+04;7.00E+01;2.24E+02;1.00000E-04;4.00000E-04;2.90E+07;8.10E+00;2.48393E-06;2.47220E-06;4.74650E-03;3.63E-03;2.24E+00;7.46E-01;3.96E-03;4.81E-06
3.42E+00;3.61E+00;3.85E+04;7.00E+01;1.00E+03;1.00000E-04;4.00000E-04;2.84E+07;3.06E+01;1.23741E-07;1.23610E-07;1.05970E-03;7.94E-04;8.48E+00;7.46E-01;8.84E-04;1.07E-06
3.42E+00;3.61E+00;3.85E+04;7.00E+01;1.41E+03;1.00000E-04;4.00000E-04;2.14E+07;4.25E+01;6.18514E-08;6.18053E-08;7.45626E-04;4.23E-04;1.18E+01;7.46E-01;6.25E-04;7.60E-07
3.76E+00;3.61E+00;4.89E+03;8.00E+01;6.32E+02;1.00000E-04;4.00000E-04;4.12E+07;2.26E+01;3.64781E-07;3.64104E-07;1.85919E-03;1.59E-03;6.26E+00;7.39E-01;1.55E-03;1.89E-07
2.85E+00;3.61E+00;8.77E+05;8.00E+02;7.75E+02;1.00000E-04;4.00000E-04;5.60E+08;1.06E+01;1.52541E-07;1.52259E-07;1.85118E-03;1.77E-03;2.94E+00;7.64E-01;2.31E-03;2.77E-06
2.85E+00;3.61E+00;8.77E+06;8.00E+02;3.00E+03;1.00000E-04;4.00000E-04;7.00E+08;3.40E+01;1.01555E-08;1.01506E-08;4.80950E-04;5.71E-04;9.42E+00;7.64E-01;5.97E-04;7.15E-06
2.85E+00;3.61E+00;8.77E+06;8.00E+02;9.49E+02;1.00000E-04;4.00000E-04;6.80E+08;1.05E+01;1.01660E-07;1.01506E-07;1.51474E-03;1.75E-03;2.91E+00;7.64E-01;1.89E-03;2.26E-05
2.85E+00;3.61E+00;8.77E+04;8.00E+02;7.75E+02;1.00000E-04;4.00000E-04;4.67E+08;1.34E+01;1.52541E-07;1.52259E-07;1.85118E-03;1.47E-03;3.72E+00;7.64E-01;2.31E-03;2.77E-07
2.10E+00;3.61E+00;2.78E+04;7.00E+01;2.65E+02;1.00000E-04;4.00000E-04;2.35E+07;1.16E+01;8.28943E-07;8.26433E-07;3.03720E-03;2.48E-03;3.22E+00;8.01E-01;2.53E-03;2.94E-06
2.10E+00;3.61E+00;2.78E+04;7.00E+01;6.32E+02;1.00000E-04;4.00000E-04;2.20E+07;2.57E+01;1.44809E-07;1.44625E-07;1.26941E-03;9.72E-04;7.12E+00;8.01E-01;1.06E-03;1.23E-06
2.10E+00;3.61E+00;2.78E+03;7.00E+01;2.83E+02;1.00000E-04;4.00000E-04;2.35E+07;1.50E+01;7.25183E-07;7.23127E-07;2.84369E-03;2.32E-03;4.16E+00;8.01E-01;2.37E-03;2.75E-07
2.19E+00;2.90E+00;7.32E+06;5.00E+03;3.16E+03;1.00000E-04;4.00000E-04;5.40E+09;2.60E+01;4.93024E-09;4.92717E-09;6.24049E-04;6.68E-04;8.97E+00;7.95E-01;7.77E-04;9.05E-07
2.57E+00;2.90E+00;1.52E+06;8.00E+03;2.83E+03;1.00000E-04;4.00000E-04;1.05E+10;2.34E+01;7.80512E-09;7.79817E-09;8.90622E-04;9.08E-04;8.07E+00;7.75E-01;1.11E-03;1.32E-07
2.57E+00;2.90E+00;1.52E+07;8.00E+03;2.83E+03;1.00000E-04;4.00000E-04;1.17E+10;1.83E+01;7.80512E-09;7.79817E-09;8.90622E-04;1.01E-03;6.32E+00;7.75E-01;1.11E-03;1.32E-06
1.04E+00;2.90E+00;1.80E+03;8.00E+01;2.65E+02;1.00000E-04;4.00000E-04;1.60E+07;1.74E+01;3.19760E-07;3.19166E-07;1.86100E-03;1.48E-03;6.00E+00;9.05E-01;1.55E-03;1.66E-07
3.08E+00;2.32E+00;2.30E+04;7.00E+01;8.94E+02;1.00000E-04;5.00000E-04;1.20E+07;2.80E+01;8.33162E-08;8.32764E-08;4.77499E-04;3.75E-04;1.21E+01;7.56E-01;5.97E-04;7.19E-07
3.08E+00;2.32E+00;2.30E+05;7.00E+01;2.24E+02;1.00000E-04;5.00000E-04;1.90E+07;6.04E+00;1.33624E-06;1.33242E-06;2.86697E-03;2.38E-03;2.60E+00;7.56E-01;2.39E-03;2.88E-05
3.08E+00;2.32E+00;2.30E+03;7.00E+01;2.00E+02;1.00000E-04;5.00000E-04;2.04E+07;8.54E+00;1.67086E-06;1.66553E-06;3.20139E-03;2.85E-03;3.68E+00;7.56E-01;2.67E-03;3.22E-07
3.85E+00;2.32E+00;5.75E+04;7.00E+02;1.00E+03;1.00000E-04;5.00000E-04;3.05E+08;1.50E+01;9.76729E-08;9.75705E-08;1.04950E-03;8.53E-04;6.47E+00;7.37E-01;1.31E-03;1.61E-07
2.35E+00;2.32E+00;8.92E+05;7.00E+03;7.07E+02;1.00000E-04;5.00000E-04;5.80E+09;6.60E+00;8.75755E-08;8.72609E-08;3.60475E-03;2.29E-03;2.84E+00;7.86E-01;3.00E-03;3.53E-07
3.16E+00;2.91E+00;1.51E+08;8.00E+03;2.24E+03;1.00000E-04;5.00000E-04;1.45E+10;1.20E+01;1.74677E-08;1.74390E-08;1.64479E-03;1.59E-03;4.11E+00;7.53E-01;1.37E-03;1.65E-05
1.01E+00;2.91E+00;1.75E+05;5.00E+02;2.65E+02;1.00000E-04;5.00000E-04;1.25E+08;8.53E+00;3.14790E-07;3.13875E-07;2.91521E-03;1.85E-03;2.93E+00;9.09E-01;2.43E-03;2.59E-06
1.14E+00;3.18E+00;5.53E+06;6.00E+03;9.49E+02;1.00000E-04;5.00000E-04;4.68E+09;1.26E+01;2.91876E-08;2.91465E-08;1.41063E-03;1.61E-03;3.97E+00;8.92E-01;1.76E-03;1.90E-06
1.14E+00;3.18E+00;5.53E+05;6.00E+03;8.37E+02;1.00000E-04;5.00000E-04;3.88E+09;1.31E+01;3.75340E-08;3.74740E-08;1.60028E-03;1.51E-03;4.11E+00;8.92E-01;2.00E-03;2.16E-07
3.02E+00;3.18E+00;3.35E+03;8.00E+01;9.49E+02;1.00000E-04;5.00000E-04;1.77E+07;3.94E+01;9.82866E-08;9.82303E-08;5.73533E-04;4.56E-04;1.24E+01;7.58E-01;7.18E-04;8.63E-08
3.02E+00;3.18E+00;3.35E+05;8.00E+01;6.32E+02;1.00000E-04;5.00000E-04;2.46E+07;1.67E+01;2.21208E-07;2.21018E-07;8.61366E-04;9.51E-04;5.25E+00;7.58E-01;1.08E-03;1.30E-05
3.72E+00;3.18E+00;1.22E+06;6.00E+03;2.65E+03;1.00000E-04;5.00000E-04;7.88E+09;2.19E+01;1.80056E-08;1.79879E-08;9.83162E-04;9.71E-04;6.89E+00;7.40E-01;1.23E-03;1.50E-07
2.73E+00;2.41E+00;2.18E+05;7.00E+01;5.48E+02;1.00000E-04;5.00000E-04;1.70E+08;1.45E+01;1.90058E-07;1.89845E-07;1.11967E-03;8.68E-03;6.03E+00;7.68E-01;9.32E-04;1.11E-05
2.73E+00;2.41E+00;2.18E+05;7.00E+01;2.24E+02;1.00000E-04;5.00000E-04;1.90E+07;6.40E+00;1.14220E-06;1.13907E-06;2.74575E-03;2.38E-03;2.66E+00;7.68E-01;2.28E-03;2.72E-05
2.24E+00;2.41E+00;5.66E+06;5.00E+03;1.41E+03;1.00000E-04;5.00000E-04;4.80E+09;1.32E+01;2.11745E-08;2.11406E-08;1.60229E-03;1.33E-03;5.48E+00;7.92E-01;1.34E-03;1.57E-06
2.24E+00;2.41E+00;5.66E+05;5.00E+03;6.32E+02;1.00000E-04;5.00000E-04;3.45E+09;6.64E+00;1.05956E-07;1.05702E-07;2.39878E-03;2.13E-03;2.76E+00;7.92E-01;3.00E-03;3.50E-07
1.25E+00;2.30E+00;3.67E+03;7.00E+01;8.94E+02;2.00000E-04;1.00000E-04;3.19E+07;2.28E+01;2.56378E-08;2.56055E-08;1.26224E-03;9.97E-04;9.93E+00;8.79E-01;1.05E-03;1.15E-07
1.25E+00;2.30E+00;3.67E+04;7.00E+01;8.94E+02;2.00000E-04;1.00000E-04;3.85E+07;1.95E+01;2.56486E-08;2.56055E-08;1.68403E-03;1.20E-03;8.49E+00;8.79E-01;1.05E-03;1.15E-06
3.87E+00;2.30E+00;1.68E+07;7.00E+02;2.83E+03;2.00000E-04;1.00000E-04;1.32E+09;9.72E+00;1.22220E-08;1.22021E-08;1.62906E-03;1.30E-03;4.23E+00;7.37E-01;1.35E-03;1.66E-05
3.87E+00;2.30E+00;1.68E+07;7.00E+02;7.07E+02;2.00000E-04;1.00000E-04;1.74E+09;2.72E+00;1.96925E-07;1.95234E-07;8.66022E-03;6.88E-03;1.18E+00;7.37E-01;5.41E-03;6.64E-05
3.87E+00;2.30E+00;1.68E+05;7.00E+02;7.75E+02;2.00000E-04;1.00000E-04;1.41E+09;4.67E+00;1.63660E-07;1.62695E-07;5.93040E-03;5.09E-03;2.03E+00;7.37E-01;4.94E-03;6.06E-07
1.44E+00;3.44E+00;3.37E+05;5.00E+01;1.00E+03;2.00000E-04;1.00000E-04;3.50E+07;2.10E+01;3.50996E-08;3.50330E-08;1.90221E-03;1.37E-03;6.10E+00;8.58E-01;1.19E-03;1.32E-05
2.76E+00;3.44E+00;2.09E+06;8.00E+02;7.75E+02;2.00000E-04;1.00000E-04;1.70E+09;5.16E+00;1.38769E-07;1.37852E-07;6.65097E-03;5.37E-03;1.50E+00;7.67E-01;5.54E-03;6.61E-06
1.29E+00;3.44E+00;1.45E+08;5.00E+03;1.73E+03;2.00000E-04;1.00000E-04;1.26E+10;6.34E+00;1.05290E-08;1.05038E-08;2.40265E-03;2.85E-03;1.84E+00;8.74E-01;3.00E-03;3.28E-05
2.83E+00;1.57E+00;1.85E+07;6.00E+03;8.37E+02;2.00000E-04;1.00000E-04;1.26E+10;1.80E+00;5.63924E-08;5.61213E-08;4.82997E-03;4.91E-03;1.15E+00;7.64E-01;6.04E-03;7.22E-06
2.83E+00;1.57E+00;1.85E+06;6.00E+03;2.00E+03;2.00000E-04;1.00000E-04;1.05E+10;5.10E+00;9.84108E-09;9.82123E-09;2.02081E-03;1.71E-03;3.25E+00;7.64E-01;2.53E-03;3.02E-07
