k;lu;P0;I;gamma;sgamma;r;Psat;Lsat;loptim;lres;loptim/lres;Psat/Pall;Lsat/lu;f;rho;P0/Pall
3.15E+00;3.39E+00;2.84E+05;6.00E+02;1.73E+03;1.00E-03;4.00E-05;1.88E+09;9.73E+00;3.38602E-08;3.37610E-08;2.93939E-03;3.54E-03;2.87E+00;7.54E-01;4.44E-03;5.35E-07
1.33E+00;2.16E+00;1.45E+07;7.00E+02;2.24E+03;1.00E-03;4.00E-05;6.35E+08;1.05E+01;4.07851E-09;4.05613E-09;5.51648E-03;7.93E-04;4.86E+00;8.70E-01;1.65E-03;1.81E-05
1.33E+00;2.16E+00;1.45E+05;7.00E+02;2.00E+03;1.00E-03;4.00E-05;5.80E+08;1.54E+01;5.10310E-09;5.08802E-09;2.96481E-03;8.11E-04;7.13E+00;8.70E-01;1.85E-03;2.03E-07
1.33E+00;2.16E+00;1.45E+05;7.00E+02;5.48E+02;1.00E-03;4.00E-05;1.26E+09;3.70E+00;6.83909E-08;6.77715E-08;9.13916E-03;6.43E-03;1.71E+00;8.70E-01;6.76E-03;7.40E-07
1.81E+00;2.16E+00;9.91E+05;8.00E+01;1.00E+03;1.00E-03;4.00E-05;2.20E+07;1.07E+01;2.85637E-08;2.84909E-08;2.55379E-03;5.38E-04;4.95E+00;8.23E-01;2.13E-03;2.42E-05
2.84E+00;2.16E+00;1.96E+07;6.00E+02;9.49E+02;1.00E-03;4.00E-05;1.66E+09;2.86E+00;6.09388E-08;6.03533E-08;9.70125E-03;5.71E-03;1.32E+00;7.64E-01;5.64E-03;6.74E-05
2.84E+00;2.16E+00;1.96E+07;6.00E+02;8.37E+02;1.00E-03;4.00E-05;1.70E+09;2.65E+00;7.84438E-08;7.75858E-08;1.10581E-02;6.62E-03;1.23E+00;7.64E-01;6.40E-03;7.64E-05
2.96E+00;2.89E+00;5.71E+06;8.00E+02;5.48E+03;1.00E-03;2.00E-05;1.82E+09;1.65E+01;2.59836E-09;2.58913E-09;3.56554E-03;8.12E-04;5.71E+00;7.60E-01;2.12E-03;2.55E-06
1.02E+00;2.89E+00;2.35E+06;7.00E+02;2.24E+03;1.00E-03;2.00E-05;1.54E+09;1.19E+01;4.41273E-09;4.37797E-09;7.94032E-03;1.92E-03;4.12E+00;9.07E-01;2.75E-03;2.93E-06
3.40E+00;3.40E+00;1.50E+07;8.00E+03;8.94E+03;1.00E-03;2.00E-05;1.00E+11;1.05E+01;1.44660E-09;1.44213E-09;3.10151E-03;2.74E-03;3.09E+00;7.47E-01;3.39E-03;4.10E-07
3.40E+00;3.40E+00;1.50E+07;8.00E+03;7.75E+03;1.00E-03;2.00E-05;1.10E+11;8.80E+00;1.93001E-09;1.91900E-09;5.73682E-03;3.47E-03;2.59E+00;7.47E-01;3.91E-03;4.73E-07
3.40E+00;3.40E+00;1.50E+08;8.00E+03;8.37E+03;1.00E-03;2.00E-05;1.10E+11;8.40E+00;1.65372E-09;1.64523E-09;5.15787E-03;3.21E-03;2.47E+00;7.47E-01;3.62E-03;4.38E-06
2.03E+00;3.66E+00;4.35E+05;7.00E+02;2.24E+03;1.00E-03;2.00E-05;2.97E+09;1.09E+01;1.12646E-08;1.11620E-08;9.19580E-03;3.71E-03;2.98E+00;8.06E-01;4.70E-03;5.43E-07
2.59E+00;3.66E+00;1.32E+07;8.00E+03;8.37E+03;1.00E-03;2.00E-05;1.00E+11;1.25E+01;1.14271E-09;1.13735E-09;4.71397E-03;2.92E-03;3.42E+00;7.74E-01;3.25E-03;3.86E-07
1.16E+00;1.37E+00;2.14E+06;5.00E+03;2.00E+03;1.00E-03;2.00E-05;1.57E+10;3.60E+00;2.87799E-09;2.86467E-09;4.64975E-03;3.07E-03;2.63E+00;8.90E-01;3.88E-03;4.19E-07
1.16E+00;1.37E+00;2.14E+06;5.00E+03;3.00E+03;1.00E-03;2.00E-05;1.40E+10;5.83E+00;1.27845E-09;1.27319E-09;4.13398E-03;1.83E-03;4.26E+00;8.90E-01;2.58E-03;2.79E-07
3.67E+00;2.83E+00;6.59E+03;7.00E+01;7.07E+02;1.00000E-03;1.50000E-04;1.70E+07;1.96E+01;2.19632E-07;2.18885E-07;3.41367E-03;6.72E-04;6.93E+00;7.41E-01;2.13E-03;2.61E-07
1.17E+00;3.97E+00;3.85E+04;7.00E+01;3.16E+02;1.00000E-03;1.50000E-04;2.40E+07;1.55E+01;3.36048E-07;3.34363E-07;5.03994E-03;2.12E-03;3.91E+00;8.89E-01;3.15E-03;3.41E-06
1.17E+00;3.97E+00;3.85E+03;7.00E+01;5.48E+02;1.00000E-03;1.50000E-04;7.60E+06;3.70E+01;1.11698E-07;1.11454E-07;2.18689E-03;3.88E-04;9.32E+00;8.89E-01;1.82E-03;1.97E-07
3.11E+00;3.97E+00;1.02E+05;5.00E+02;2.83E+03;1.00000E-03;1.50000E-04;1.47E+08;4.52E+01;1.44942E-08;1.44807E-08;9.34375E-04;2.03E-04;1.14E+01;7.55E-01;1.17E-03;1.41E-07
3.97E+00;3.97E+00;2.58E+07;5.00E+03;1.00E+04;1.00000E-03;1.50000E-04;5.40E+09;4.10E+01;1.76393E-09;1.76277E-09;6.58438E-04;2.11E-04;1.03E+01;7.35E-01;8.22E-04;1.01E-06
3.97E+00;3.97E+00;2.58E+07;5.00E+03;8.94E+03;1.00000E-03;1.50000E-04;5.66E+09;3.60E+01;2.20589E-09;2.20346E-09;1.10163E-03;2.48E-04;9.07E+00;7.35E-01;9.19E-04;1.13E-06
3.94E+00;2.96E+00;1.25E+06;6.00E+02;1.41E+03;1.00000E-03;1.50000E-04;7.13E+08;1.15E+01;6.50199E-08;6.48376E-08;2.81092E-03;1.64E-03;3.90E+00;7.35E-01;2.35E-03;2.88E-06
3.94E+00;2.96E+00;1.25E+07;6.00E+02;1.00E+03;1.00000E-03;1.50000E-04;8.20E+08;6.30E+00;1.30191E-07;1.29675E-07;3.98197E-03;2.67E-03;2.13E+00;7.35E-01;3.32E-03;4.07E-05
2.82E+00;2.96E+00;9.99E+06;6.00E+02;7.75E+02;1.00000E-03;1.50000E-04;8.20E+08;5.70E+00;1.23437E-07;1.22746E-07;5.62819E-03;3.45E-03;1.93E+00;7.65E-01;3.52E-03;4.21E-05
3.53E+00;2.96E+00;3.07E+08;7.00E+03;8.37E+03;1.00000E-03;1.50000E-04;1.35E+10;2.75E+01;1.52975E-09;1.52872E-09;6.71272E-04;4.51E-04;9.29E+00;7.44E-01;8.42E-04;1.03E-05
3.53E+00;2.96E+00;3.07E+06;7.00E+03;1.00E+03;1.00000E-03;1.50000E-04;1.75E+10;3.62E+00;1.07614E-07;1.07011E-07;5.63813E-03;4.89E-03;1.22E+00;7.44E-01;7.05E-03;8.58E-07
3.69E+00;2.47E+00;4.92E+03;6.00E+01;6.32E+02;1.00000E-03;1.50000E-04;1.86E+07;1.70E+01;2.41674E-07;2.41073E-07;2.49224E-03;9.59E-04;6.88E+00;7.40E-01;2.08E-03;2.54E-07
1.66E+00;2.47E+00;2.89E+03;6.00E+01;3.16E+02;1.00000E-03;1.50000E-04;1.33E+07;1.32E+01;2.94900E-07;2.93658E-07;4.22987E-03;1.37E-03;5.33E+00;8.36E-01;2.64E-03;2.98E-07
1.66E+00;2.47E+00;2.89E+04;6.00E+01;2.00E+02;1.00000E-03;1.50000E-04;1.90E+07;6.60E+00;7.39053E-07;7.34146E-07;6.68430E-03;3.10E-03;2.67E+00;8.36E-01;4.18E-03;4.71E-06
1.77E+00;1.05E+00;3.67E+06;6.00E+02;2.24E+02;1.00000E-03;1.50000E-04;2.60E+08;1.32E+00;2.70493E-07;2.69477E-07;3.77115E-03;3.79E-03;1.26E+00;8.26E-01;4.71E-03;5.35E-05
1.77E+00;1.05E+00;3.67E+04;6.00E+02;2.45E+02;1.00000E-03;1.50000E-04;2.30E+08;2.40E+00;2.25337E-07;2.24564E-07;3.44076E-03;3.06E-03;2.29E+00;8.26E-01;4.30E-03;4.89E-07
1.77E+00;1.05E+00;3.67E+05;6.00E+02;2.83E+02;1.00000E-03;1.50000E-04;2.40E+08;2.30E+00;1.69176E-07;1.68423E-07;4.47125E-03;2.77E-03;2.19E+00;8.26E-01;3.73E-03;4.23E-06
2.04E+00;1.05E+00;2.75E+05;8.00E+01;1.73E+02;1.00000E-03;1.50000E-04;1.87E+07;2.34E+00;5.41313E-07;5.39141E-07;4.02956E-03;2.64E-03;2.23E+00;8.05E-01;3.36E-03;3.88E-05
2.04E+00;1.05E+00;2.75E+04;8.00E+01;7.75E+01;1.00000E-03;1.50000E-04;2.16E+07;1.38E+00;2.72000E-06;2.69570E-06;9.01522E-03;6.82E-03;1.31E+00;8.05E-01;7.51E-03;8.68E-06
2.04E+00;1.05E+00;2.75E+04;8.00E+01;2.00E+02;1.00000E-03;1.50000E-04;1.90E+08;3.50E+00;4.06237E-07;4.04355E-07;4.65433E-03;2.32E-02;3.33E+00;8.05E-01;2.91E-03;3.36E-06
2.04E+00;1.05E+00;2.75E+04;8.00E+01;1.00E+02;1.00000E-03;1.50000E-04;2.20E+07;1.72E+00;1.63248E-06;1.61742E-06;9.31113E-03;5.38E-03;1.64E+00;8.05E-01;5.82E-03;6.72E-06
2.27E+00;1.05E+00;2.95E+03;8.00E+01;2.00E+02;1.00000E-03;1.50000E-04;2.10E+07;4.23E+00;4.71727E-07;4.69409E-07;4.93799E-03;2.57E-03;4.03E+00;7.91E-01;3.09E-03;3.61E-07
2.08E+00;1.40E+00;2.82E+04;7.00E+01;1.41E+02;1.00000E-03;1.50000E-04;2.11E+07;2.85E+00;1.11352E-06;1.10713E-06;5.77570E-03;4.17E-03;2.04E+00;8.03E-01;4.82E-03;5.58E-06
3.48E+00;1.40E+00;2.54E+04;5.00E+01;2.65E+02;1.00000E-03;1.50000E-04;1.20E+07;4.90E+00;7.07263E-07;7.05521E-07;2.46952E-03;1.78E-03;3.50E+00;7.45E-01;3.09E-03;3.76E-06
1.82E+00;1.46E+00;2.62E+04;8.00E+01;8.37E+01;1.00000E-03;2.00000E-04;2.50E+07;2.06E+00;2.79982E-06;2.77004E-06;1.07517E-02;7.31E-03;1.41E+00;8.22E-01;6.72E-03;7.66E-06
1.04E+00;1.46E+00;2.65E+05;6.00E+02;2.45E+02;1.00000E-03;2.00000E-04;2.08E+08;3.84E+00;1.88206E-07;1.87464E-07;3.95830E-03;2.77E-03;2.63E+00;9.05E-01;3.30E-03;3.53E-06
1.04E+00;1.46E+00;2.65E+05;6.00E+02;3.16E+02;1.00000E-03;2.00000E-04;1.50E+08;5.20E+00;1.12823E-07;1.12478E-07;3.06518E-03;1.55E-03;3.56E+00;9.05E-01;2.56E-03;2.73E-06
1.87E+00;1.46E+00;3.92E+05;6.00E+02;1.00E+03;1.00000E-03;2.00000E-04;8.90E+07;1.20E+01;2.00995E-08;2.00637E-08;1.78507E-03;2.90E-04;8.22E+00;8.18E-01;1.12E-03;1.28E-06
1.87E+00;1.46E+00;3.92E+06;6.00E+02;5.48E+02;1.00000E-03;2.00000E-04;2.10E+08;5.30E+00;6.70426E-08;6.68788E-08;2.44858E-03;1.25E-03;3.63E+00;8.18E-01;2.04E-03;2.33E-05
2.13E+00;1.46E+00;7.21E+05;5.00E+03;4.47E+02;1.00000E-03;2.00000E-04;4.46E+09;2.40E+00;1.20077E-07;1.19298E-07;6.52810E-03;3.90E-03;1.64E+00;7.99E-01;5.44E-03;6.31E-07
2.13E+00;1.46E+00;7.21E+07;5.00E+03;6.32E+02;1.00000E-03;2.00000E-04;2.20E+09;4.80E+00;5.98327E-08;5.96491E-08;3.07759E-03;1.36E-03;3.29E+00;7.99E-01;3.85E-03;4.46E-05
3.53E+00;1.76E+00;3.14E+03;6.00E+01;1.73E+02;1.00000E-03;2.00000E-04;1.80E+07;4.40E+00;2.12918E-06;2.12093E-06;3.88792E-03;3.39E-03;2.50E+00;7.44E-01;4.86E-03;5.92E-07
2.99E+00;1.76E+00;8.90E+04;8.00E+02;4.47E+02;1.00000E-03;2.00000E-04;6.30E+08;4.30E+00;2.41852E-07;2.40682E-07;4.86217E-03;3.45E-03;2.44E+00;7.59E-01;4.05E-03;4.87E-07
3.17E+00;1.76E+00;6.30E+06;6.00E+02;2.45E+02;1.00000E-03;2.00000E-04;5.20E+08;1.60E+00;8.90954E-07;8.83586E-07;8.33896E-03;6.92E-03;9.09E-01;7.53E-01;6.95E-03;8.40E-05
3.17E+00;1.76E+00;6.30E+06;6.00E+02;5.48E+02;1.00000E-03;2.00000E-04;3.70E+08;3.40E+00;1.77157E-07;1.76717E-07;2.49034E-03;2.20E-03;1.93E+00;7.53E-01;3.11E-03;3.75E-05
3.69E+00;2.69E+00;2.45E+08;7.00E+03;8.94E+03;1.00000E-03;2.00000E-04;8.40E+09;2.60E+01;1.31372E-09;1.31273E-09;7.54941E-04;2.63E-04;9.67E+00;7.40E-01;6.27E-04;7.66E-06
3.69E+00;2.69E+00;2.45E+08;7.00E+03;9.49E+03;1.00000E-03;2.00000E-04;8.23E+09;2.70E+01;1.16770E-09;1.16687E-09;7.10938E-04;2.43E-04;1.00E+01;7.40E-01;5.91E-04;7.22E-06
1.14E+00;2.69E+00;7.15E+07;5.00E+03;2.65E+03;1.00000E-03;2.00000E-04;4.00E+09;2.00E+01;3.17370E-09;3.16998E-09;1.17477E-03;5.92E-04;7.43E+00;8.92E-01;9.80E-04;1.06E-05
1.14E+00;2.69E+00;7.15E+07;5.00E+03;8.94E+02;1.00000E-03;2.00000E-04;4.70E+09;5.70E+00;2.78659E-08;2.77373E-08;4.63729E-03;2.06E-03;2.12E+00;8.92E-01;2.90E-03;3.13E-05
1.53E+00;2.69E+00;2.39E+05;6.00E+01;2.24E+02;1.00000E-03;2.00000E-04;1.70E+07;7.14E+00;5.86769E-07;5.83850E-07;4.99958E-03;2.48E-03;2.65E+00;8.48E-01;3.12E-03;3.49E-05
1.97E+00;1.78E+00;1.68E+03;5.00E+01;3.16E+02;1.00000E-03;2.00000E-04;4.80E+06;1.28E+01;2.61890E-07;2.61700E-07;7.27312E-04;5.94E-04;7.19E+00;8.10E-01;1.81E-03;2.08E-07
1.97E+00;1.78E+00;1.68E+04;5.00E+01;8.94E+01;1.00000E-03;2.00000E-04;1.45E+07;3.00E+00;3.30477E-06;3.27125E-06;1.02462E-02;6.35E-03;1.69E+00;8.10E-01;6.40E-03;7.37E-06
1.13E+00;1.78E+00;4.69E+04;8.00E+02;7.75E+02;1.00000E-03;2.00000E-04;1.40E+08;1.45E+01;2.43571E-08;2.43037E-08;2.19908E-03;4.42E-04;8.15E+00;8.94E-01;1.37E-03;1.48E-07
2.69E+00;1.95E+00;5.67E+06;7.00E+02;9.49E+02;1.00000E-03;3.00000E-04;2.00E+08;9.15E+00;5.01413E-08;5.00289E-08;2.24657E-03;5.89E-04;4.69E+00;7.70E-01;1.40E-03;1.67E-05
2.69E+00;1.95E+00;5.67E+06;7.00E+02;1.00E+03;1.00000E-03;3.00000E-04;1.00E+08;8.67E+00;4.50740E-08;4.50260E-08;1.06633E-03;2.80E-04;4.45E+00;7.70E-01;1.33E-03;1.59E-05
2.69E+00;1.95E+00;5.67E+05;7.00E+02;1.73E+03;1.00000E-03;3.00000E-04;1.54E+08;2.40E+01;1.50271E-08;1.50087E-08;1.22752E-03;2.49E-04;1.23E+01;7.70E-01;7.69E-04;9.15E-07
2.69E+00;1.95E+00;5.67E+04;7.00E+02;7.75E+02;1.00000E-03;3.00000E-04;2.20E+08;1.44E+01;7.52498E-08;7.50432E-08;2.75243E-03;7.94E-04;7.38E+00;7.70E-01;1.72E-03;2.05E-07
3.65E+00;1.95E+00;2.63E+05;6.00E+01;4.47E+02;1.00000E-03;3.00000E-04;7.24E+06;1.06E+01;3.74424E-07;3.73485E-07;2.51345E-03;5.28E-04;5.45E+00;7.41E-01;1.57E-03;1.92E-05
2.46E+00;1.95E+00;4.35E+06;6.00E+02;2.45E+02;1.00000E-03;3.00000E-04;3.50E+08;2.35E+00;6.59332E-07;6.54192E-07;7.85646E-03;4.66E-03;1.21E+00;7.80E-01;4.91E-03;5.79E-05
2.46E+00;1.95E+00;4.35E+05;6.00E+02;1.73E+02;1.00000E-03;3.00000E-04;3.95E+08;2.40E+00;1.32292E-06;1.30839E-06;1.11082E-02;7.44E-03;1.23E+00;7.80E-01;6.94E-03;8.19E-06
2.46E+00;1.95E+00;4.35E+04;6.00E+02;2.00E+03;1.00000E-03;3.00000E-04;1.16E+08;3.66E+01;9.81997E-09;9.81289E-09;7.21755E-04;1.89E-04;1.88E+01;7.80E-01;6.01E-04;7.10E-08
1.06E+00;1.95E+00;5.35E+05;6.00E+03;4.47E+02;1.00000E-03;3.00000E-04;3.29E+09;5.00E+00;7.64705E-08;7.61376E-08;4.37219E-03;2.40E-03;2.56E+00;9.02E-01;3.64E-03;3.90E-07
1.62E+00;1.31E+00;1.72E+03;8.00E+01;1.73E+02;1.00000E-03;3.00000E-04;1.03E+07;7.00E+00;5.06140E-07;5.04831E-07;2.59334E-03;1.45E-03;5.34E+00;8.40E-01;2.16E-03;2.43E-07
1.62E+00;1.31E+00;1.72E+05;8.00E+01;2.24E+02;1.00000E-03;3.00000E-04;6.30E+06;5.60E+00;3.03710E-07;3.02898E-07;2.68192E-03;6.89E-04;4.27E+00;8.40E-01;1.68E-03;1.88E-05
3.76E+00;1.31E+00;1.61E+03;5.00E+01;4.47E+02;1.00000E-03;3.00000E-04;3.17E+06;1.49E+01;2.64741E-07;2.64253E-07;1.84777E-03;2.77E-04;1.13E+01;7.39E-01;1.15E-03;1.41E-07
3.76E+00;1.31E+00;1.61E+03;5.00E+01;1.00E+02;1.00000E-03;3.00000E-04;1.10E+07;3.20E+00;5.31776E-06;5.28506E-06;6.18649E-03;4.31E-03;2.44E+00;7.39E-01;5.16E-03;6.31E-07
3.76E+00;1.31E+00;1.61E+05;5.00E+01;3.16E+02;1.00000E-03;3.00000E-04;4.20E+06;7.26E+00;5.29540E-07;5.28506E-07;1.95718E-03;5.20E-04;5.54E+00;7.39E-01;1.63E-03;1.99E-05
1.32E+00;1.31E+00;3.72E+07;5.00E+03;7.07E+02;1.00000E-03;3.00000E-04;2.27E+09;4.31E+00;2.45680E-08;2.45127E-08;2.25578E-03;1.26E-03;3.29E+00;8.71E-01;1.88E-03;2.06E-05
1.32E+00;1.31E+00;3.72E+05;5.00E+03;3.16E+02;1.00000E-03;3.00000E-04;2.16E+09;2.90E+00;1.23182E-07;1.22563E-07;5.04703E-03;2.67E-03;2.21E+00;8.71E-01;4.20E-03;4.61E-07
1.32E+00;1.31E+00;3.72E+07;5.00E+03;2.65E+02;1.00000E-03;3.00000E-04;2.86E+09;1.43E+00;1.75794E-07;1.75091E-07;4.01488E-03;4.23E-03;1.09E+00;8.71E-01;5.02E-03;5.51E-05
2.69E+00;1.31E+00;2.78E+05;5.00E+02;2.83E+02;1.00000E-03;3.00000E-04;1.34E+08;3.33E+00;3.79079E-07;3.78102E-07;2.58376E-03;1.85E-03;2.54E+00;7.70E-01;3.23E-03;3.84E-06
1.80E+00;1.45E+00;1.65E+04;7.00E+01;1.41E+02;1.00000E-03;3.00000E-04;1.20E+07;4.87E+00;9.54113E-07;9.49755E-07;4.58878E-03;2.37E-03;3.36E+00;8.24E-01;2.87E-03;3.27E-06
1.80E+00;1.45E+00;1.65E+05;7.00E+01;1.00E+02;1.00000E-03;3.00000E-04;1.46E+07;2.53E+00;1.90875E-06;1.89950E-06;4.86970E-03;4.08E-03;1.74E+00;8.24E-01;4.06E-03;4.62E-05
3.76E+00;1.45E+00;2.20E+04;6.00E+01;2.65E+02;1.00000E-03;3.00000E-04;8.70E+06;7.14E+00;8.37179E-07;8.35698E-07;1.77221E-03;1.07E-03;4.92E+00;7.39E-01;2.22E-03;2.71E-06
3.73E+00;1.45E+00;1.25E+06;7.00E+03;1.00E+03;1.00000E-03;3.00000E-04;6.83E+09;5.41E+00;5.78816E-08;5.76843E-08;3.42099E-03;1.91E-03;3.73E+00;7.39E-01;2.85E-03;3.49E-07
3.73E+00;1.45E+00;1.25E+08;7.00E+03;1.41E+03;1.00000E-03;3.00000E-04;7.50E+09;5.00E+00;2.89352E-08;2.88423E-08;3.22178E-03;1.48E-03;3.45E+00;7.39E-01;2.02E-03;2.47E-05
2.58E+00;1.45E+00;1.17E+07;8.00E+03;2.45E+03;1.00000E-03;3.00000E-04;7.68E+09;1.23E+01;5.23812E-09;5.22991E-09;1.57035E-03;7.67E-04;8.48E+00;7.75E-01;9.82E-04;1.16E-06
3.73E+00;2.74E+00;1.22E+08;5.00E+03;9.49E+02;1.00000E-03;3.00000E-04;8.44E+09;3.88E+00;1.21712E-07;1.21115E-07;4.92981E-03;3.48E-03;1.42E+00;7.39E-01;4.11E-03;5.02E-05
3.20E+00;2.74E+00;4.43E+05;8.00E+01;2.65E+02;1.00000E-03;3.00000E-04;2.84E+07;6.45E+00;1.20264E-06;1.19777E-06;4.06370E-03;2.63E-03;2.35E+00;7.52E-01;3.39E-03;4.10E-05
3.20E+00;2.74E+00;4.43E+05;8.00E+01;2.00E+02;1.00000E-03;3.00000E-04;3.20E+07;4.87E+00;2.10737E-06;2.09610E-06;5.37665E-03;3.91E-03;1.78E+00;7.52E-01;4.48E-03;5.42E-05
1.90E+00;2.74E+00;4.59E+05;6.00E+02;2.00E+03;1.00000E-03;3.00000E-04;7.80E+07;3.20E+01;9.61466E-09;9.60713E-09;7.84314E-04;1.27E-04;1.17E+01;8.15E-01;6.54E-04;7.49E-07
3.71E+00;2.74E+00;5.63E+05;5.00E+02;1.00E+03;1.00000E-03;3.00000E-04;2.00E+08;1.42E+01;1.08218E-07;1.07984E-07;2.16620E-03;7.83E-04;5.18E+00;7.40E-01;1.80E-03;2.20E-06
3.71E+00;2.74E+00;5.63E+04;5.00E+02;7.75E+02;1.00000E-03;3.00000E-04;3.60E+08;1.31E+01;1.80643E-07;1.79973E-07;3.72099E-03;1.82E-03;4.80E+00;7.40E-01;2.33E-03;2.84E-07
1.69E+00;2.48E+00;3.98E+06;6.00E+02;1.41E+02;1.00000E-03;3.00000E-04;3.00E+08;1.80E+00;1.51517E-06;1.50540E-06;6.49092E-03;6.92E-03;7.26E-01;8.33E-01;8.12E-03;9.17E-05
1.69E+00;2.48E+00;3.98E+06;6.00E+02;1.73E+02;1.00000E-03;3.00000E-04;3.12E+08;2.22E+00;1.01158E-06;1.00359E-06;7.95646E-03;5.88E-03;8.95E-01;8.33E-01;6.63E-03;7.49E-05
1.69E+00;2.48E+00;3.98E+04;6.00E+02;2.24E+02;1.00000E-03;3.00000E-04;2.80E+08;4.51E+00;6.04630E-07;6.02155E-07;4.10972E-03;4.08E-03;1.82E+00;8.33E-01;5.13E-03;5.80E-07
3.45E+00;2.48E+00;6.40E+04;6.00E+02;3.16E+02;1.00000E-03;3.00000E-04;5.00E+08;4.40E+00;8.67568E-07;8.61954E-07;6.51343E-03;5.16E-03;1.77E+00;7.46E-01;5.43E-03;6.60E-07
3.45E+00;2.48E+00;6.40E+06;6.00E+02;2.65E+03;1.00000E-03;3.00000E-04;1.00E+08;2.20E+01;1.23264E-08;1.23137E-08;1.03502E-03;1.23E-04;8.87E+00;7.46E-01;6.49E-04;7.89E-06
3.45E+00;2.48E+00;6.40E+05;6.00E+02;8.94E+02;1.00000E-03;3.00000E-04;3.10E+08;1.25E+01;1.07992E-07;1.07744E-07;2.29784E-03;1.13E-03;5.03E+00;7.46E-01;1.92E-03;2.33E-06
2.45E+00;2.48E+00;6.26E+04;7.00E+02;2.83E+02;1.00000E-03;3.00000E-04;4.56E+08;4.75E+00;6.24096E-07;6.20192E-07;6.29403E-03;4.51E-03;1.92E+00;7.81E-01;5.24E-03;6.18E-07
2.45E+00;2.48E+00;6.26E+04;7.00E+02;5.48E+02;1.00000E-03;3.00000E-04;3.12E+08;9.60E+00;1.65743E-07;1.65385E-07;2.16627E-03;1.59E-03;3.87E+00;7.81E-01;2.71E-03;3.19E-07
3.47E+00;3.10E+00;8.96E+07;5.00E+03;6.32E+02;1.00000E-03;5.00000E-04;5.53E+09;3.70E+00;2.73034E-07;2.72042E-07;3.64637E-03;3.42E-03;1.19E+00;7.45E-01;4.56E-03;5.54E-05
1.82E+00;3.10E+00;7.43E+07;6.00E+03;6.32E+02;1.00000E-03;5.00000E-04;4.47E+09;5.30E+00;1.03205E-07;1.02928E-07;2.69512E-03;2.31E-03;1.71E+00;8.22E-01;3.36E-03;3.83E-05
1.82E+00;3.10E+00;7.43E+06;6.00E+03;2.45E+03;1.00000E-03;5.00000E-04;3.07E+09;2.88E+01;6.86661E-09;6.86185E-09;6.93901E-04;4.09E-04;9.29E+00;8.22E-01;8.68E-04;9.89E-07
1.02E+00;3.10E+00;7.41E+05;8.00E+03;2.00E+02;1.00000E-03;5.00000E-04;4.40E+09;3.10E+00;5.93082E-07;5.89078E-07;6.79792E-03;5.38E-03;1.00E+00;9.07E-01;8.50E-03;9.06E-07
1.02E+00;3.10E+00;7.41E+05;8.00E+03;2.00E+03;1.00000E-03;5.00000E-04;3.22E+09;3.40E+01;5.89478E-09;5.89078E-09;6.79877E-04;3.94E-04;1.10E+01;9.07E-01;8.50E-04;9.06E-08
2.68E+00;3.10E+00;6.55E+04;8.00E+02;1.00E+03;1.00000E-03;5.00000E-04;2.25E+08;3.09E+01;7.12786E-08;7.11636E-08;1.61599E-03;5.50E-04;9.96E+00;7.70E-01;1.35E-03;1.60E-07
2.68E+00;3.10E+00;6.55E+06;8.00E+02;2.24E+03;1.00000E-03;5.00000E-04;2.10E+08;3.70E+01;1.42430E-08;1.42327E-08;7.24090E-04;2.30E-04;1.19E+01;7.70E-01;6.02E-04;7.17E-06
2.68E+00;3.10E+00;6.55E+05;8.00E+02;6.32E+02;1.00000E-03;5.00000E-04;2.80E+08;1.23E+01;1.78364E-07;1.77909E-07;2.55897E-03;1.08E-03;3.97E+00;7.70E-01;2.13E-03;2.53E-06
1.80E+00;1.81E+00;2.94E+04;7.00E+02;1.00E+02;1.00000E-03;5.00000E-04;1.90E+08;2.26E+00;2.38478E-06;2.37110E-06;5.76947E-03;5.31E-03;1.25E+00;8.24E-01;7.21E-03;8.21E-07
1.80E+00;1.81E+00;2.94E+06;7.00E+02;1.00E+02;1.00000E-03;5.00000E-04;2.36E+08;1.41E+00;2.39163E-06;2.37110E-06;8.65843E-03;6.60E-03;7.79E-01;8.24E-01;7.21E-03;8.21E-05
3.68E+00;1.81E+00;6.51E+07;5.00E+03;3.16E+03;1.00000E-03;5.00000E-04;2.54E+09;1.58E+01;7.03665E-09;7.03293E-09;5.29567E-04;3.14E-04;8.73E+00;7.40E-01;6.59E-04;8.05E-06
1.60E+00;1.81E+00;1.26E+04;7.00E+01;1.73E+02;1.00000E-03;5.00000E-04;4.86E+06;1.04E+01;6.89795E-07;6.87801E-07;2.89962E-03;7.84E-04;5.75E+00;8.41E-01;1.81E-03;2.03E-06
1.55E+00;1.81E+00;4.66E+05;6.00E+03;1.73E+03;1.00000E-03;5.00000E-04;2.26E+09;2.09E+01;6.64461E-09;6.64044E-09;6.27414E-04;4.26E-04;1.16E+01;8.46E-01;7.86E-04;8.78E-08
1.55E+00;1.81E+00;4.66E+06;6.00E+03;1.73E+02;1.00000E-03;5.00000E-04;3.07E+09;1.62E+00;6.68217E-07;6.64044E-07;6.28366E-03;5.78E-03;8.95E-01;8.46E-01;7.86E-03;8.78E-06
3.83E+00;3.76E+00;9.45E+04;8.00E+02;2.45E+03;1.00000E-03;5.00000E-04;2.65E+08;6.34E+01;2.61307E-08;2.61146E-08;6.16340E-04;2.65E-04;1.69E+01;7.37E-01;7.70E-04;9.44E-08
